"Publication Date","Fiscal Year","Agency Number","Agency Name","Unit Appropriation Number","Unit Appropriation Name","Responsibility Center Code","Responsibility Center Name","Financial Plan Savings Flag","sum_adopted_budget_amount","sum_current_modified_budget_amount","sum_financial_plan_amount","sum_adopted_budget_position","sum_current_modified_budget_position","sum_financial_plan_position","sum_adopted_budget_number_of_contracts","sum_current_modified_budget_number_of_contracts","sum_financial_plan_number_of_contracts"
"20260217","2027","040","DEPARTMENT OF EDUCATION","476","DUE PROCESS CASES",,,"N","0","0","1,554,741,419","0","0","0","0","0","8"
"20260512","2027","040","DEPARTMENT OF EDUCATION","481","CATEGORICAL PROGRAMS - PS",,,"N","1,091,554,379","1,004,040,905","1,105,129,256","7,288","7,288","7,288","0","0","0"
"20260217","2027","040","DEPARTMENT OF EDUCATION","481","CATEGORICAL PROGRAMS - PS",,,"N","1,091,554,379","1,094,040,905","1,105,077,435","7,288","7,288","7,288","0","0","0"
"20260512","2027","040","DEPARTMENT OF EDUCATION","482","CATEGORICAL PROGRAMS - OTPS",,,"N","781,748,461","1,181,036,655","781,796,172","0","0","0","1,290","1,290","1,290"
"20260217","2027","040","DEPARTMENT OF EDUCATION","482","CATEGORICAL PROGRAMS - OTPS",,,"N","781,748,461","875,895,055","781,748,461","0","0","0","1,290","1,290","1,290"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","001","COMMUNITY COLLEGE-OTPS","2400","CENTRALIZED COSTS","N","317,877,406","417,221,046","298,378,301","0","0","0","2","2","2"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","001","COMMUNITY COLLEGE-OTPS","2400","CENTRALIZED COSTS","N","317,877,406","407,406,929","271,896,557","0","0","0","2","2","2"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","001","COMMUNITY COLLEGE-OTPS","6200","NEW COMMUNITY COLLEGE","N","12,684,884","12,877,744","12,964,355","0","0","0","1","1","1"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","001","COMMUNITY COLLEGE-OTPS","6200","NEW COMMUNITY COLLEGE","N","12,684,884","12,870,496","12,964,355","0","0","0","1","1","1"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","001","COMMUNITY COLLEGE-OTPS","6300","BRONX COMMUNITY COLL","N","12,523,066","15,421,356","12,523,066","0","0","0","16","16","16"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","001","COMMUNITY COLLEGE-OTPS","6300","BRONX COMMUNITY COLL","N","12,523,066","17,042,498","12,523,066","0","0","0","16","16","16"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","001","COMMUNITY COLLEGE-OTPS","6400","QUEENSBOROUGH COMMUNITY COLL","N","5,826,694","21,582,153","5,826,694","0","0","0","6","6","6"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","001","COMMUNITY COLLEGE-OTPS","6400","QUEENSBOROUGH COMMUNITY COLL","N","5,826,694","22,446,699","5,826,694","0","0","0","6","6","6"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","001","COMMUNITY COLLEGE-OTPS","6500","KINGSBOROUGH COMMUNITY COLL","N","9,065,658","13,541,704","9,065,658","0","0","0","12","11","12"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","001","COMMUNITY COLLEGE-OTPS","6500","KINGSBOROUGH COMMUNITY COLL","N","9,065,658","13,987,320","9,065,658","0","0","0","12","12","12"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","001","COMMUNITY COLLEGE-OTPS","6600","MANHATTAN COMMUNITY COLLEGE","N","49,312,525","47,128,102","50,627,086","0","0","0","13","14","13"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","001","COMMUNITY COLLEGE-OTPS","6600","MANHATTAN COMMUNITY COLLEGE","N","49,312,525","44,830,958","49,733,947","0","0","0","13","14","13"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","001","COMMUNITY COLLEGE-OTPS","6800","HOSTOS COMMUNITY COLL","N","13,966,981","15,331,827","14,031,487","0","0","0","10","10","10"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","001","COMMUNITY COLLEGE-OTPS","6800","HOSTOS COMMUNITY COLL","N","13,966,981","15,542,064","14,031,487","0","0","0","10","10","10"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","001","COMMUNITY COLLEGE-OTPS","6900","LA GUARDIA COMMUNITY COLL","N","25,355,926","26,810,899","25,563,317","0","0","0","11","11","11"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","001","COMMUNITY COLLEGE-OTPS","6900","LA GUARDIA COMMUNITY COLL","N","25,355,926","25,442,275","25,563,317","0","0","0","11","11","11"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","001","COMMUNITY COLLEGE-OTPS",,,"Y","-2,000,000","-52,000,000","-23,524,000","0","0","0","0","0","0"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","001","COMMUNITY COLLEGE-OTPS",,,"N","15,634,425","16,428,370","12,729,607","0","0","0","0","0","0"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","001","COMMUNITY COLLEGE-OTPS",,,"N","15,634,425","14,157,849","0","0","0","0","0","0","0"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","001","COMMUNITY COLLEGE-OTPS",,,"Y","-2,000,000","-52,000,000","-2,000,000","0","0","0","0","0","0"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","002","COMMUNITY COLLEGE PS","2400","CENTRALIZED COSTS","N","339,334,236","339,834,776","394,494,783","1,289","1,289","1,289","0","0","0"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","002","COMMUNITY COLLEGE PS","2400","CENTRALIZED COSTS","N","339,334,236","331,545,765","395,427,939","1,289","1,289","1,289","0","0","0"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","002","COMMUNITY COLLEGE PS","6200","NEW COMMUNITY COLLEGE","N","19,613,474","20,406,209","19,620,587","54","54","54","0","0","0"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","002","COMMUNITY COLLEGE PS","6200","NEW COMMUNITY COLLEGE","N","19,613,474","20,257,911","19,620,587","54","54","54","0","0","0"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","002","COMMUNITY COLLEGE PS","6300","BRONX COMMUNITY COLL","N","102,268,683","90,389,281","104,018,970","729","729","729","0","0","0"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","002","COMMUNITY COLLEGE PS","6300","BRONX COMMUNITY COLL","N","102,268,683","87,101,012","102,365,566","729","729","729","0","0","0"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","002","COMMUNITY COLLEGE PS","6400","QUEENSBOROUGH COMMUNITY COLL","N","116,097,974","104,035,465","116,208,995","772","772","772","0","0","0"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","002","COMMUNITY COLLEGE PS","6400","QUEENSBOROUGH COMMUNITY COLL","N","116,097,974","102,831,126","116,208,995","772","772","772","0","0","0"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","002","COMMUNITY COLLEGE PS","6500","KINGSBOROUGH COMMUNITY COLL","N","108,043,560","110,202,987","108,109,441","842","842","842","0","0","0"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","002","COMMUNITY COLLEGE PS","6500","KINGSBOROUGH COMMUNITY COLL","N","108,043,560","110,106,168","108,109,441","842","842","842","0","0","0"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","002","COMMUNITY COLLEGE PS","6600","MANHATTAN COMMUNITY COLLEGE","N","160,417,319","175,860,050","161,779,492","1,012","1,012","1,012","0","0","0"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","002","COMMUNITY COLLEGE PS","6600","MANHATTAN COMMUNITY COLLEGE","N","160,417,319","175,949,928","160,530,255","1,012","1,012","1,012","0","0","0"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","002","COMMUNITY COLLEGE PS","6800","HOSTOS COMMUNITY COLL","N","60,928,661","68,046,254","61,001,094","513","513","513","0","0","0"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","002","COMMUNITY COLLEGE PS","6800","HOSTOS COMMUNITY COLL","N","60,928,661","67,431,676","61,001,094","513","513","513","0","0","0"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","002","COMMUNITY COLLEGE PS","6900","LA GUARDIA COMMUNITY COLL","N","129,077,544","140,713,116","129,136,253","828","828","828","0","0","0"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","002","COMMUNITY COLLEGE PS","6900","LA GUARDIA COMMUNITY COLL","N","129,077,544","142,714,897","129,136,253","828","828","828","0","0","0"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","002","COMMUNITY COLLEGE PS",,,"N","0","330,786","0","0","4","0","0","0","0"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","002","COMMUNITY COLLEGE PS",,,"Y","0","0","0","-236","-236","-236","0","0","0"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","002","COMMUNITY COLLEGE PS",,,"Y","0","0","0","-236","-236","-236","0","0","0"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","002","COMMUNITY COLLEGE PS",,,"N","0","330,786","0","0","4","0","0","0","0"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","003","HUNTER SCHOOLS-OTPS","7000","HUNTER CAMPUS SCHOOLS","N","1,463,801","1,390,611","1,517,102","0","0","0","6","4","6"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","003","HUNTER SCHOOLS-OTPS","7000","HUNTER CAMPUS SCHOOLS","N","1,463,801","1,390,611","1,463,801","0","0","0","6","4","6"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","004","HUNTER SCHOOLS-PS","7000","HUNTER CAMPUS SCHOOLS","N","21,844,088","21,833,918","22,374,363","222","222","222","0","0","0"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","004","HUNTER SCHOOLS-PS","7000","HUNTER CAMPUS SCHOOLS","N","21,844,088","21,844,088","21,845,317","222","222","222","0","0","0"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","004","HUNTER SCHOOLS-PS",,,"Y","0","0","0","-1","-1","-1","0","0","0"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","004","HUNTER SCHOOLS-PS",,,"Y","0","0","0","-1","-1","-1","0","0","0"
"20260512","2027","042","CITY UNIVERSITY OF NEW YORK","012","SENIOR COLLEGE OTPS","1200","SENIOR COLLEGES","N","35,000,000","35,000,000","35,000,000","0","0","0","0","0","0"
"20260217","2027","042","CITY UNIVERSITY OF NEW YORK","012","SENIOR COLLEGE OTPS","1200","SENIOR COLLEGES","N","35,000,000","35,000,000","35,000,000","0","0","0","0","0","0"
"20260512","2027","054","CIVILIAN COMPLAINT REVIEW BOARD","001","CCRB-PS","2000","CIVILIAN COMPLAINT REVIEW BRD.","N","14,946,742","15,021,742","17,472,045","199","199","192","0","0","0"
"20260217","2027","054","CIVILIAN COMPLAINT REVIEW BOARD","001","CCRB-PS","2000","CIVILIAN COMPLAINT REVIEW BRD.","N","14,946,742","14,946,742","14,953,876","199","199","199","0","0","0"
"20260512","2027","054","CIVILIAN COMPLAINT REVIEW BOARD","001","CCRB-PS",,,"N","9,132,268","9,057,268","9,935,037","68","68","83","0","0","0"
"20260217","2027","054","CIVILIAN COMPLAINT REVIEW BOARD","001","CCRB-PS",,,"N","9,132,268","9,132,268","9,146,022","68","68","68","0","0","0"
"20260512","2027","054","CIVILIAN COMPLAINT REVIEW BOARD","002","CCRB-OTPS","2000","CIVILIAN COMPLAINT REVIEW BRD.","N","5,088,819","5,163,819","5,138,819","0","0","0","23","25","24"
"20260217","2027","054","CIVILIAN COMPLAINT REVIEW BOARD","002","CCRB-OTPS","2000","CIVILIAN COMPLAINT REVIEW BRD.","N","5,088,819","5,163,819","5,088,819","0","0","0","23","25","24"
"20260512","2027","054","CIVILIAN COMPLAINT REVIEW BOARD","002","CCRB-OTPS",,,"N","0","171,229","0","0","0","0","0","0","0"
"20260217","2027","054","CIVILIAN COMPLAINT REVIEW BOARD","002","CCRB-OTPS",,,"N","0","171,229","0","0","0","0","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","001","SPECIAL OPERATIONS & SUPPORT SERVICES","0020","OFFICE CHIEF OF OPERATIONS","N","0","51,577","0","0","0","0","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","001","SPECIAL OPERATIONS & SUPPORT SERVICES","0020","OFFICE CHIEF OF OPERATIONS","N","0","51,577","0","0","0","0","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","001","SPECIAL OPERATIONS & SUPPORT SERVICES","1780","SCIENTIFIC RESEARCH DIVISION","N","512,464","512,464","512,464","8","8","8","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","001","SPECIAL OPERATIONS & SUPPORT SERVICES","1780","SCIENTIFIC RESEARCH DIVISION","N","512,464","512,464","512,464","8","8","8","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","001","SPECIAL OPERATIONS & SUPPORT SERVICES",,,"N","321,244,658","314,025,848","316,877,674","3,034","2,548","2,547","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","001","SPECIAL OPERATIONS & SUPPORT SERVICES",,,"Y","-51,032,104","0","-13,312","-2,164","0","0","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","001","SPECIAL OPERATIONS & SUPPORT SERVICES",,,"N","321,244,658","304,206,314","316,864,412","3,034","2,548","2,547","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","001","SPECIAL OPERATIONS & SUPPORT SERVICES",,,"Y","-51,032,104","0","-13,312","-2,164","0","0","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","002","EXECUTIVE MANAGEMENT","2140","INSPECTIONS DIVISION","N","0","0","0","22","0","0","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","002","EXECUTIVE MANAGEMENT","2140","INSPECTIONS DIVISION","N","0","0","0","22","0","0","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","002","EXECUTIVE MANAGEMENT",,,"N","363,013,628","421,097,459","317,461,766","2,313","2,691","2,084","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","002","EXECUTIVE MANAGEMENT",,,"Y","4,407,430","0","0","22","0","0","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","002","EXECUTIVE MANAGEMENT",,,"N","363,013,628","398,798,343","317,380,869","2,313","2,679","2,084","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","002","EXECUTIVE MANAGEMENT",,,"Y","4,407,430","0","0","22","0","0","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","003","SCHOOL SAFETY- P.S.",,,"N","300,711,381","319,881,381","298,780,830","4,347","4,265","4,001","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","003","SCHOOL SAFETY- P.S.",,,"N","300,711,381","294,084,625","312,203,707","4,347","4,265","4,265","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","004","ADMINISTRATION-PERSONNEL",,,"N","306,150,211","318,168,544","272,226,508","2,134","2,262","1,787","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","004","ADMINISTRATION-PERSONNEL",,,"Y","-5,414,588","-2,350,000","0","-51","0","0","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","004","ADMINISTRATION-PERSONNEL",,,"N","306,150,211","311,191,837","271,851,703","2,134","2,262","1,787","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","004","ADMINISTRATION-PERSONNEL",,,"Y","-5,414,588","0","0","-51","0","0","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","006","CRIMINAL JUSTICE",,,"N","70,208,837","79,703,771","76,316,768","372","705","705","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","006","CRIMINAL JUSTICE",,,"N","70,208,837","75,908,837","76,316,768","372","705","705","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","007","TRAFFIC ENFORCEMENT","4500","ADMINISTRATIVE SERVICES DIV","N","0","0","0","18","0","0","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","007","TRAFFIC ENFORCEMENT","4500","ADMINISTRATIVE SERVICES DIV","N","0","0","0","18","0","0","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","007","TRAFFIC ENFORCEMENT",,,"Y","0","-30,649,845","-24,200,000","0","0","0","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","007","TRAFFIC ENFORCEMENT",,,"N","191,922,460","192,466,567","193,013,753","3,225","3,279","3,102","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","007","TRAFFIC ENFORCEMENT",,,"N","191,922,460","197,970,822","193,116,753","3,225","3,234","3,102","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","008","TRANSIT POLICE-PS",,,"N","303,934,349","356,451,125","319,765,821","2,730","2,714","2,714","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","008","TRANSIT POLICE-PS",,,"N","303,934,349","319,305,002","319,765,821","2,730","2,714","2,714","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","009","HOUSING POLICE-PS",,,"N","250,694,146","209,393,385","226,091,641","2,391","2,345","2,345","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","009","HOUSING POLICE-PS",,,"N","250,694,146","220,393,385","226,086,404","2,391","2,345","2,345","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","010","PATROL - PS","1100","ONE HUNDRED TENTH PRECINCT","N","22,089,176","21,824,150","22,110,419","220","220","220","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","010","PATROL - PS","1100","ONE HUNDRED TENTH PRECINCT","N","22,089,176","21,824,150","22,110,419","220","220","220","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","010","PATROL - PS",,,"Y","-202,812,336","-89,000,000","-65,295,233","-55","0","224","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","010","PATROL - PS",,,"N","2,044,128,710","1,790,120,098","1,900,815,098","20,230","17,858","17,880","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","010","PATROL - PS",,,"N","2,044,128,710","1,829,580,098","1,900,815,098","20,230","17,858","17,880","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","010","PATROL - PS",,,"Y","-202,812,336","0","0","-55","0","0","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","011","DETECTIVE BUREAU - PS",,,"Y","0","-1,500,000","1,886,600","0","2","2","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","011","DETECTIVE BUREAU - PS",,,"N","766,619,276","773,009,944","755,157,742","5,887","5,724","5,713","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","011","DETECTIVE BUREAU - PS",,,"Y","0","0","1,886,600","0","2","2","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","011","DETECTIVE BUREAU - PS",,,"N","766,619,276","731,009,944","756,211,127","5,887","5,724","5,724","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","012","CHIEF OF DEPARTMENT - PS",,,"N","659,228,617","976,508,204","812,048,027","384","548","548","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","012","CHIEF OF DEPARTMENT - PS",,,"N","659,228,617","668,409,117","809,831,209","384","548","548","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","016","COMMUNICATIONS - PS",,,"N","128,430,020","131,430,020","133,520,473","1,729","1,729","1,662","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","016","COMMUNICATIONS - PS",,,"N","128,430,020","128,430,020","128,665,100","1,729","1,729","1,729","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","020","INTELLIGENCE AND COUNTERTERRORISM - PS",,,"N","257,115,360","252,815,360","262,009,178","1,534","1,701","1,701","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","020","INTELLIGENCE AND COUNTERTERRORISM - PS",,,"N","257,115,360","254,815,360","262,009,178","1,534","1,701","1,701","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","021","INTERNAL AFFAIRS BUREAU",,,"N","0","0","79,233,830","0","0","575","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","021","INTERNAL AFFAIRS BUREAU",,,"N","0","0","79,231,678","0","0","575","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","024","COMMUNITY AFFAIRS BUREAU",,,"N","57,553,615","64,013,115","64,318,167","520","522","522","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","024","COMMUNITY AFFAIRS BUREAU",,,"N","57,553,615","63,961,615","64,215,167","520","522","522","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","046","INFORMATION TECHNOLOGY BUREAU - PS",,,"N","0","0","40,486,762","0","0","416","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","046","INFORMATION TECHNOLOGY BUREAU - PS",,,"N","0","0","40,475,096","0","0","416","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","100","OPERATIONS-OTPS","0030","PATROL SERVICES BUREAU","N","75,000","681,000","0","0","0","0","0","0","0"
"20260217","2027","056","POLICE DEPARTMENT","100","OPERATIONS-OTPS","0030","PATROL SERVICES BUREAU","N","75,000","673,500","0","0","0","0","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","100","OPERATIONS-OTPS","1570","EMERGENCY SERVICES UNIT","N","583,184","1,436,812","467,984","0","0","0","2","2","2"
"20260217","2027","056","POLICE DEPARTMENT","100","OPERATIONS-OTPS","1570","EMERGENCY SERVICES UNIT","N","583,184","1,387,810","522,484","0","0","0","2","2","2"
"20260512","2027","056","POLICE DEPARTMENT","100","OPERATIONS-OTPS","1610","COMMUNICATIONS DIVISION","N","0","1,328","0","0","0","0","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","100","OPERATIONS-OTPS",,,"Y","598,500","-1,859,126","0","0","0","0","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","100","OPERATIONS-OTPS",,,"N","13,737,725","82,881,745","14,818,721","0","0","0","8","10","8"
"20260217","2027","056","POLICE DEPARTMENT","100","OPERATIONS-OTPS",,,"N","13,737,725","72,008,555","14,787,921","0","0","0","8","9","8"
"20260217","2027","056","POLICE DEPARTMENT","100","OPERATIONS-OTPS",,,"Y","598,500","-5,492,500","0","0","0","0","0","0","0"
"20260512","2027","056","POLICE DEPARTMENT","110","DETECTIVE BUREAU - OTPS",,,"N","8,238,258","7,435,029","8,254,344","0","0","0","15","13","15"
